text,reaction
"দল্ডটা লগু , গুরু দন্ড দিলে এরা আর বার বার ফিরে এসে আকামে লিপ্ত হত না",disgust
Channel 24 news headlines - fly Dubai কে 6.5 লাখ টাকা জরিমানা. এগিয়ে যান.,happy
"Thank You Sir.আপনার মত মানসিকতা হক সবার,এমনকি আমারও....",happy
ধন্যবাদ,happy
কত বাল পালাবি তোরা এই টা আমরা যানি।। যদি তোরা তোদের মা এর দুধ পান করে থাকিছ তা হলে পুলিশ ছাড়া রাজ পথে নাম ।।। 30 মিনিটে ডাকা থেকে সব নাস্তিক দের বাহির করে দিবো।। গনোযাগরন তো sex করার যায়গা ।। যেমন লাখি বিয়ের আগে পেগনেট হইছে।।,angry
এটা আর নতুন কী । মুহম্মদ নিজেও বিধর্মীদের ধর্মানুভূতিতে আঘাত করতেন,angry
সরকারের কাছে আমার ছোট প্রশ্ন................ ? রাষ্ট্রের প্রতি ইমরান সরকারের কি এমন অবদান আছে ...? সে রাষ্ট্রের কি এমন গুরুত্তপূর্ণ ব্যক্তি তাকে নিরাপত্তা দিতে হবে ....? কেন তার পিছনে প্রতিদিন আমাদের ঘামে ভেজা ট্যাক্সের ২১ হাজার টাকা খরছ করা হবে .....? ইমরান সরকার বিরাট ধান্ধাবাজ লোক । তাই ধান্ধাবাজকে কোন মতেই আর পুলিশ প্রটেকশন দেয়ার দরকার নাই।,angry
টিভিতে দেখলাম। হিরো এগিয়ে যান।,happy
কোন দিন মসজিদ ভাংগা নিয়ে আপনার কোন স্ট্যাটাস দেখলাম না। :,disgust
আমার ফেমিলি ও এদের শিকার,angry
ভাল লাগলো জেনে যে বাচ্চটি মায়ের কোলে ফিরে গেছে।,happy
"দেশের এয়ারপোর্ট এ এখন আর আগের মত কোন ধরনের হয়রানি হয় না,যদি হয় তাহলে তার বিচার পাওয়া যায়।সত্যি তখন গর্ভে বুকটা ভরে যায়।তা শুধু মাত্র আপনাদের দ্বারাই সম্ভব হয়েছে তার জন্য অনেক অনেক ধন্যবাদ",happy
"সত্যিই এটা মেনে নেওয়া যায় না,,। একদিন বিবেকের কাছে প্রশ্ন বিদ্দ্ব হবে তারাই,,,।",sad
আপনার মত মানুষ বাংলাদেশের প্রতিটা সরকারি ডিপার্টমেন্ট এ থাকা দরকার,happy
